2018-09-04 02:56:11 - ÍøÖ·²É¼¯¿ªÊ¼
2018-09-04 02:56:11: [*] ³ÌĞòÔËĞĞ : µ±Ç°ÓÃ»§ : Langzi
2018-09-04 02:56:11: [*] ³ÌĞòÔËĞĞ : ÓÑÁ´²É¼¯Ïî : ¿ªÆô
2018-09-04 02:56:11: [*] ³ÌĞòÔËĞĞ : ÎŞÏŞ²É¼¯Ïî : ¿ªÆô
2018-09-04 02:56:20: [*] ³ÌĞòÔËĞĞ : ÅúÁ¿µ¼ÈëÍøÖ·ÊäÈë 0 (½«²É¼¯ºÃµÄÍøÖ·ÎÄ±¾ÍÏ×§½øÀ´)   ×Ô¶¯²É¼¯¹Ø¼ü´ÊÊäÈë 1 (°Ù¶È½Ó¿Ú¹Ø¼ü´Ê²É¼¯)
2018-09-04 02:56:20: [*] ³ÌĞòÔËĞĞ : ÇëÑ¡ÔñÆô¶¯·½Ê½(Ñ¡Ïî:0/1):0
2018-09-04 02:56:42: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='xb.cs.cqut.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000F136908>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:56:42: [+] ÓÑÁ´ÅÀĞĞ : http://cs.cqut.edu.cn
2018-09-04 02:56:42: [+] ÍøÖ·Ğ´Èë : http://honorschool.jiangnan.edu.cn
2018-09-04 02:56:42: [-] ÍøÖ·ÅÅ³ı : http://www.xjtu-sh.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:42: [-] ÍøÖ·ÅÅ³ı : http://www.39.net : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:42: [+] ÓÑÁ´ÅÀĞĞ : http://zzb.jiangnan.edu.cn
2018-09-04 02:56:42: [+] ÓÑÁ´ÅÀĞĞ : http://pk.xjtu.edu.cn
2018-09-04 02:56:42: [+] ÓÑÁ´ÅÀĞĞ : http://www.carm.org.cn
2018-09-04 02:56:42: [+] ÓÑÁ´ÅÀĞĞ : http://xjerke.fmmu.edu.cn
2018-09-04 02:56:42: [-] ÍøÖ·ÅÅ³ı : http://sdufe.tiaozhanbei.net : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:42: [+] ÓÑÁ´ÅÀĞĞ : http://www.ccyl.org
2018-09-04 02:56:42: [+] ÍøÖ·Ğ´Èë : http://www.bkjx.sdu.edu.cn
2018-09-04 02:56:42: [+] ÍøÖ·Ğ´Èë : http://atc.lzu.edu.cn
2018-09-04 02:56:42: [+] ÓÑÁ´ÅÀĞĞ : http://bkjwxk.sdu.edu.cn
2018-09-04 02:56:42: [+] ÓÑÁ´ÅÀĞĞ : http://sklaoc.lzu.edu.cn
2018-09-04 02:56:42: [+] ÍøÖ·Ğ´Èë : http://honorschool.jiangnan.edu.cn
2018-09-04 02:56:42: [+] ÓÑÁ´ÅÀĞĞ : http://zzb.jiangnan.edu.cn
2018-09-04 02:56:42: [+] ÍøÖ·Ğ´Èë : http://press.lzu.edu.cn
2018-09-04 02:56:42: [+] ÓÑÁ´ÅÀĞĞ : http://jwc.lzu.edu.cn
2018-09-04 02:56:42: [+] ÍøÖ·Ğ´Èë : http://fy.haust.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.ssfjd.com
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://lib.gsau.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.4-order.com
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://zjc.gsau.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://lxs.dlou.edu.cn
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://cs.cqut.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : https://elearning.cuhk.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.tup.com.cn
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://skc.jiangnan.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://honorschool.jiangnan.edu.cn
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='www.4-order.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000CD72400>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://animcen.fmmu.edu.cn
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.biem.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://m.superlib.com
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://zzb.jiangnan.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://ctc.jiangnan.edu.cn
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [-] ÍøÖ·ÅÅ³ı : http://www.carm.org.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.capmr.org
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [-] ÍøÖ·ÅÅ³ı : http://www.ssfjd.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.hnsfjd.gov.cn
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.bjzgh.org
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://sklaoc.lzu.edu.cn
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://jwc.lzu.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://ge.lzu.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://skc.lzu.edu.cn
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://zzb.jiangnan.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://ctc.jiangnan.edu.cn
2018-09-04 02:56:43: [-] ÍøÖ·ÅÅ³ı : http://www.aapd.org : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.fmmu.edu.cn
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://xjerke.fmmu.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.miibeian.gov.cn
2018-09-04 02:56:43: [-] ÍøÖ·ÅÅ³ı : http://www.tup.com.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://i.cqut.edu.cn
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://lxs.dlou.edu.cn
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://zjc.gsau.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://dkxy.jit.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://zbcg.gsau.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.fjnufq.edu.cn
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://www.biem.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://mail.biem.edu.cn
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://animcen.fmmu.edu.cn
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://honorschool.jiangnan.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://sydwjczx.snstd.gov.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://zzb.jiangnan.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.nju.edu.cn
2018-09-04 02:56:43: [-] ÍøÖ·ÅÅ³ı : http://www.rcsz.gov.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.siphrd.com
2018-09-04 02:56:43: [+] ÍøÖ·Ğ´Èë : http://ctc.jiangnan.edu.cn
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='hydro.zjweu.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000D7CA358>, 'Connection to hydro.zjweu.edu.cn timed out. (connect timeout=5)'))
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://ac.jiangnan.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.icourses.cn
2018-09-04 02:56:43: [-] ÍøÖ·ÅÅ³ı : http://m.superlib.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://search.ebscohost.com
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.fjnufq.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://itsm.cuhk.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://www.edu.cn
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://skc.jiangnan.edu.cn
2018-09-04 02:56:43: [-] ÍøÖ·ÅÅ³ı : http://www.ccyl.org : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:43: [+] ÓÑÁ´ÅÀĞĞ : http://zqx.whcm.edu.cn
2018-09-04 02:56:44: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:44: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:44: [+] ÓÑÁ´ÅÀĞĞ : http://my.seu.edu.cn
2018-09-04 02:56:44: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:44: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:44: [+] ÓÑÁ´ÅÀĞĞ : http://newsweb.nuaa.edu.cn
2018-09-04 02:56:44: [+] ÓÑÁ´ÅÀĞĞ : http://www.eskying.com
2018-09-04 02:56:44: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='bkjwxk.sdu.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000F1F6AC8>: Failed to establish a new connection: [Errno 10061] ',))
2018-09-04 02:56:44: [+] ÓÑÁ´ÅÀĞĞ : http://www.view.sdu.edu.cn
2018-09-04 02:56:44: [+] ÓÑÁ´ÅÀĞĞ : http://skc.jiangnan.edu.cn
2018-09-04 02:56:44: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:44: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:44: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:44: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:44: [+] ÓÑÁ´ÅÀĞĞ : http://kjxy.biem.edu.cn
2018-09-04 02:56:44: [+] ÍøÖ·Ğ´Èë : https://online.sdu.edu.cn
2018-09-04 02:56:44: [+] ÓÑÁ´ÅÀĞĞ : http://www.oa.sdu.edu.cn
2018-09-04 02:56:44: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:44: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:44: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:44: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:44: [+] ÓÑÁ´ÅÀĞĞ : http://biochem.fmmu.edu.cn
2018-09-04 02:56:44: [+] ÓÑÁ´ÅÀĞĞ : http://xq.dlou.edu.cn
2018-09-04 02:56:44: [+] ÓÑÁ´ÅÀĞĞ : http://kqyzk.fmmu.edu.cn
2018-09-04 02:56:44: [+] ÓÑÁ´ÅÀĞĞ : http://sport.sjtu.edu.cn
2018-09-04 02:56:45: [+] ÓÑÁ´ÅÀĞĞ : http://upay.swu.edu.cn
2018-09-04 02:56:45: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='www.kgscience.com', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000BF9AB70>, 'Connection to www.kgscience.com timed out. (connect timeout=5)'))
2018-09-04 02:56:45: [+] ÓÑÁ´ÅÀĞĞ : http://ghb.ynjy.cn
2018-09-04 02:56:45: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:45: [+] ÓÑÁ´ÅÀĞĞ : http://skc.jiangnan.edu.cn
2018-09-04 02:56:45: [+] ÓÑÁ´ÅÀĞĞ : http://ws.sta.edu.cn
2018-09-04 02:56:47: [+] ÓÑÁ´ÅÀĞĞ : http://barezar.com
2018-09-04 02:56:47: [+] ÓÑÁ´ÅÀĞĞ : http://www.nuaa.edu.cn
2018-09-04 02:56:47: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='mail.biem.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000F002EB8>, 'Connection to mail.biem.edu.cn timed out. (connect timeout=5)'))
2018-09-04 02:56:47: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='mail.biem.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000F111208>, 'Connection to mail.biem.edu.cn timed out. (connect timeout=5)'))
2018-09-04 02:56:47: [+] ÓÑÁ´ÅÀĞĞ : http://www.chinazy.org
2018-09-04 02:56:47: [*] Òì³£×´Ì¬ : HTTPSConnectionPool(host='ovip.jiangnan.edu.cn', port=443): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.VerifiedHTTPSConnection object at 0x000000000F111D30>, 'Connection to ovip.jiangnan.edu.cn timed out. (connect timeout=5)'))
2018-09-04 02:56:47: [+] ÓÑÁ´ÅÀĞĞ : http://zzb.jiangnan.edu.cn
2018-09-04 02:56:47: [+] ÓÑÁ´ÅÀĞĞ : http://wt.jit.edu.cn
2018-09-04 02:56:48: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='pk.xjtu.edu.cn', port=80): Max retries exceeded with url: / (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x000000000F069F98>, 'Connection to pk.xjtu.edu.cn timed out. (connect timeout=5)'))
2018-09-04 02:56:48: [+] ÓÑÁ´ÅÀĞĞ : http://fxy.xjtu.edu.cn
2018-09-04 02:56:50: [+] ÓÑÁ´ÅÀĞĞ : http://www.cspace.org
2018-09-04 02:56:51: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='www.capmr.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000F04EF60>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.dxy.cn
2018-09-04 02:56:51: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='zbcg.gsau.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000F419358>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://jwgl.gsau.edu.cn
2018-09-04 02:56:51: [-] ÍøÖ·ÅÅ³ı : http://www.miibeian.gov.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://www.fjnufq.edu.cn
2018-09-04 02:56:51: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='itsm.cuhk.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000F5A3198>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.cuhk.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.people.com
2018-09-04 02:56:51: [-] ÍøÖ·ÅÅ³ı : http://www.bjzgh.org : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.biem.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.sipac.gov.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://dkxy.jit.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://xsc.jit.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.isyb.net
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://i.cqut.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://jsjzx.cqut.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://ge.lzu.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://chem.lzu.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://www.fjnufq.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://skc.lzu.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.cndent.com
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://fjsdfxb.cuepa.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://ir.lzu.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://zqx.whcm.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://newsweb.nuaa.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.people.com
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://www.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.me
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://zzb.jiangnan.edu.cn
2018-09-04 02:56:51: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='ghb.ynjy.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x0000000010033860>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.nsfc.gov.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://ctc.jiangnan.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://ctc.jiangnan.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://ac.jiangnan.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.ciia.com.cn
2018-09-04 02:56:51: [-] ÍøÖ·ÅÅ³ı : http://www.eskying.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://ac.jiangnan.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.gsau.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://yiyuan.jiangnan.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://www.nuaa.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://dkxy.jit.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://skc.jiangnan.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://www.view.sdu.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://honorschool.jiangnan.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.cfd.sdu.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://kjxy.biem.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://jrxy.biem.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://wt.jit.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.xljk.sdu.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://sport.sjtu.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://skc.jiangnan.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://honorschool.jiangnan.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://xq.dlou.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://cygl.dlou.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://biochem.fmmu.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://fzswx.fmmu.edu.cn
2018-09-04 02:56:51: [-] ÍøÖ·ÅÅ³ı : http://www.chinazy.org : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://rsc.biem.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://fxy.xjtu.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://upay.swu.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://nic.xjtu.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://skc.jiangnan.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://honorschool.jiangnan.edu.cn
2018-09-04 02:56:51: [+] ÍøÖ·Ğ´Èë : http://zzb.jiangnan.edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.iti-apb.org
cn
2018-09-04 02:56:51: [-] ÍøÖ·ÅÅ³ı : http://search.ebscohost.com : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:51: [+] ÓÑÁ´ÅÀĞĞ : http://www.leexam.net
2018-09-04 02:56:52: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:52: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:52: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:52: [+] ÓÑÁ´ÅÀĞĞ : http://www.biaofun.com
2018-09-04 02:56:52: [+] ÍøÖ·Ğ´Èë : http://www.cuhk.edu.cn
2018-09-04 02:56:52: [+] ÓÑÁ´ÅÀĞĞ : https://bb.cuhk.edu.cn
2018-09-04 02:56:52: [+] ÓÑÁ´ÅÀĞĞ : http://elearning.haut.edu.cn
2018-09-04 02:56:52: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:52: [+] ÓÑÁ´ÅÀĞĞ :  http://www.hanban.org
2018-09-04 02:56:52: [-] ÍøÖ·ÅÅ³ı : http://www.sipac.gov.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:52: [+] ÓÑÁ´ÅÀĞĞ : http://www.sdu.edu.cn
2018-09-04 02:56:52: [-] ÍøÖ·ÅÅ³ı : http://www.dxy.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
2018-09-04 02:56:52: [+] ÓÑÁ´ÅÀĞĞ : http://www.carm.org
2018-09-04 02:56:52: [+] ÍøÖ·Ğ´Èë : http://jwgl.gsau.edu.cn
2018-09-04 02:56:52: [+] ÓÑÁ´ÅÀĞĞ : http://rsc.gsau.edu.cn
2018-09-04 02:56:52: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='www.isyb.net', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000F6F7278>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:56:52: [+] ÓÑÁ´ÅÀĞĞ : http://www.tjmu.edu.cn
2018-09-04 02:56:52: [+] ÍøÖ·Ğ´Èë : http://www.biem.edu.cn
2018-09-04 02:56:52: [+] ÓÑÁ´ÅÀĞĞ : http://mail.biem.edu.cn
2018-09-04 02:56:52: [+] ÍøÖ·Ğ´Èë : http://xsc.jit.edu.cn
2018-09-04 02:56:52: [+] ÓÑÁ´ÅÀĞĞ : http://www.jit.edu.cn
2018-09-04 02:56:52: [*] Òì³£×´Ì¬ : HTTPConnectionPool(host='jsjzx.cqut.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x000000000D5784A8>: Failed to establish a new connection: [Errno 11001] getaddrinfo failed',))
2018-09-04 02:56:52: [+] ÓÑÁ´ÅÀĞĞ : http://dream.cqut.edu.cn
2018-09-04 02:56:52: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:52: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:52: [*] Òì³£×´Ì¬ : 'href'
2018-09-04 02:56:52: [+] ÓÑÁ´ÅÀĞĞ : http://www.chsi.com
2018-09-04 02:56:52: [+] ÓÑÁ´ÅÀĞĞ : http://www.baidu.com
2018-09-04 02:56:52: [-] ÍøÖ·ÅÅ³ı : http://www.nsfc.gov.cn : ÅÅ³ıÔ­Òò : ÍøÖ·ÖĞ²»´æÔÚ : .edu.cn
